"","Chromosome","Start","End","Strand","mean.mean.g1","mean.mean.g2","mean.mean.diff.x","mean.mean.quot.log2.x","comb.p.val.x","comb.p.adj.fdr.x","num.sites.x","combinedRank.x","mean.mean.F","mean.mean.M","mean.mean.diff.y","mean.mean.quot.log2.y","comb.p.val.y","comb.p.adj.fdr.y","num.sites.y","combinedRank.y"
"22","chr8",144659746,144660635,"*",0.0945252448051948,0.301884803896104,-0.207359559090909,-2.41225719926137,0.0263065393045077,0.957212185324698,77,394,NA,NA,NA,NA,NA,NA,NA,NA
"23","chrX",41782107,41783258,"*",0.162885363207547,0.00935620849056604,0.153529154716981,3.47288758774379,0.000461912076858066,0.194761619976454,53,423,NA,NA,NA,NA,NA,NA,NA,NA
"24","chrX",152224434,152224911,"*",0.250657018627451,0.0747555794117647,0.175901439215686,2.12109680979412,0.0346496920329716,0.957212185324698,51,449,NA,NA,NA,NA,NA,NA,NA,NA
"25","chr6",100066406,100067277,"*",0.07253276,0.246223529285714,-0.173690769285714,-2.22120365794563,0.0387314046876162,0.957212185324698,70,458,NA,NA,NA,NA,NA,NA,NA,NA
"26","chrX",150565212,150565865,"*",0.152826102112676,0.00397599154929577,0.14885011056338,3.61015716005362,0.000951871102270972,0.236811296658442,71,466,0.13730318,0.00714286,0.13016032,3.33508754727629,6.48062920571449e-05,0.0210957907254436,5,460
"27","chr2",96810444,96811454,"*",0.0501107065420561,0.233429530373832,-0.183318823831776,-2.4598977800489,0.0468097781950353,0.957212185324698,107,510,0.779861166666667,0.683255416666667,0.09660575,0.279210657951634,0.163048163751185,0.758747445514493,2,5479
"28","chrX",38662907,38664764,"*",0.153971031862745,0.0101321073529412,0.143838924509804,3.27941630693572,0.00173751968317502,0.296492140808455,102,530,NA,NA,NA,NA,NA,NA,NA,NA
"29","chrX",21391836,21393408,"*",0.151991564705882,0.00894397242647059,0.143047592279412,3.37238349829923,0.00116875398723015,0.259268592833889,136,539,0.16134725,0.0178532173611111,0.143494032638889,2.90328325373027,0.000605305175360516,0.0943743937144505,24,348
"30","chrX",37430707,37431784,"*",0.152934390666667,0.0111915493333333,0.141742841333333,3.11265865261656,0.0017144815921382,0.296492140808455,75,559,0.19753776,0.0127272733333333,0.184810486666667,3.47755944290021,1.56802170327064e-05,0.00889883677040155,5,142
"31","chr11",71318221,71319488,"*",0.0617812612745098,0.216838564705882,-0.155057303431373,-2.28577501641119,0.0583935056696243,0.957212185324698,102,564,NA,NA,NA,NA,NA,NA,NA,NA
"32","chr20",26188639,26190348,"*",0.0771644823033708,0.220198888483146,-0.143034406179775,-2.08253097318367,0.0585083413815739,0.957212185324698,178,566,0.0888584416666667,0.155428625,-0.0665701833333333,-0.741001589263363,0.522720115108077,0.758747445514493,4,9316
"33","chr8",55378929,55380186,"*",0.0922899602339181,0.239814246491228,-0.14752428625731,-1.59592211598903,0.0613432032998187,0.957212185324698,171,585,0.218739707142857,0.140767144047619,0.0779725630952381,0.48402833157968,0.212518188875679,0.758747445514493,14,3067
"34","chr10",37414146,37414769,"*",0.230774434285714,0.626636321428571,-0.395861887142857,-1.59292181592941,0.0198973808386126,0.957212185324698,70,587,NA,NA,NA,NA,NA,NA,NA,NA
"35","chrX",64626744,64628045,"*",0.158011867924528,0.0220513311320755,0.135960536792453,2.81103902224509,0.00388638738811556,0.474567120512093,53,633,NA,NA,NA,NA,NA,NA,NA,NA
"36","chr10",22540708,22542739,"*",0.152287511111111,0.30614097254902,-0.153853461437908,-1.46430946831706,0.0627972392041839,0.957212185324698,153,656,0.406291542896175,0.415276216939891,-0.00898467404371585,0.0684214390276805,0.49126516336678,0.758747445514493,61,10534
"37","chr2",133426653,133428870,"*",0.0939384477272727,0.245482959297521,-0.151544511570248,-1.51484244358807,0.0704047118217963,0.957212185324698,242,657,0.235803727272727,0.307529789141414,-0.0717260618686869,-0.391953372445051,0.257374730601909,0.758747445514493,66,3988
"38","chr13",43148278,43149282,"*",0.1281057109375,0.2619443046875,-0.13383859375,-1.46258256511152,0.0762872518187861,0.957212185324698,64,706,0.226658711111111,0.232026948148148,-0.00536823703703704,-0.0633002586914984,0.612695976231709,0.758747445514493,9,11430
"39","chr14",77736734,77737772,"*",0.0947908544554456,0.247901564356436,-0.15311070990099,-1.72064899811844,0.0765143505151478,0.957212185324698,101,709,NA,NA,NA,NA,NA,NA,NA,NA
"40","chr10",135341256,135342561,"*",0.451827824742268,0.149728840721649,0.302098984020619,1.85857416403277,0.0802858001040478,0.957212185324698,97,734,0.239529880645161,0.442248182795699,-0.202718302150538,-0.861248828798704,0.241572648850132,0.758747445514493,31,2423
"41","chr12",127630512,127631199,"*",0.112895837234043,0.305421118085106,-0.192525280851064,-1.77571410889577,0.0803831350673596,0.957212185324698,94,735,NA,NA,NA,NA,NA,NA,NA,NA
"42","chr10",42737287,42739108,"*",0.0970583422413793,0.242032432758621,-0.144974090517241,-1.349706201866,0.0645319316056413,0.957212185324698,58,737,NA,NA,NA,NA,NA,NA,NA,NA
"43","chrX",117629625,117630776,"*",0.132503449137931,0.00379563103448276,0.128707818103448,3.44469545155542,0.00104591232973569,0.246391028474019,58,745,NA,NA,NA,NA,NA,NA,NA,NA
"44","chr2",177052958,177054350,"*",0.0676704921296296,0.212143890046296,-0.144473397916667,-1.33471693328039,0.074405864269036,0.957212185324698,216,749,NA,NA,NA,NA,NA,NA,NA,NA
"45","chr4",85403831,85404524,"*",0.229445713636364,0.424080974675325,-0.194635261038961,-1.42418847875591,0.0878319540101447,0.957212185324698,77,802,NA,NA,NA,NA,NA,NA,NA,NA
"46","chr12",53693442,53694028,"*",0.00596761533333333,0.131540534,-0.125572918666667,-3.380481077173,0.0030739652371375,0.403098298584238,75,805,0.128504793548387,0.0180146865591398,0.110490106989247,2.82511272233604,0.390052675146437,0.758747445514493,31,5567
"47","chr20",2732747,2733630,"*",0.152158447826087,0.0107649442028986,0.141393503623188,3.22488915874588,0.0901420632158694,0.957212185324698,69,817,NA,NA,NA,NA,NA,NA,NA,NA
"48","chr5",122430677,122431443,"*",0.170120843125,0.3460088175,-0.175887974375,-1.69426665468467,0.0905342395945882,0.957212185324698,80,827,NA,NA,NA,NA,NA,NA,NA,NA
"49","chrX",107978211,107980145,"*",0.133172071034483,0.00892291275862069,0.124249158275862,3.15978519030208,0.000848203249831805,0.222481260155977,145,831,0.194308404901961,0.0459366495098039,0.148371755392157,2.1467665901247,0.0344641440212356,0.758747445514493,34,357
"50","chrX",37003511,37004547,"*",0.129261018674699,0.0073483265060241,0.121912692168675,3.15143093747025,0.00127050671550045,0.270462495776623,83,867,NA,NA,NA,NA,NA,NA,NA,NA
"51","chr16",31580560,31581023,"*",0.144562389622642,0.318090323584906,-0.173527933962264,-1.14556996025531,0.100153524946055,0.957212185324698,53,920,0.343237285714286,0.360256857142857,-0.0170195714285714,-0.0762904908385787,0.373401214753928,0.758747445514493,7,10242
"52","chr1",33772147,33773104,"*",0.183931185294118,0.340550799346405,-0.156619614052288,-1.2085302204086,0.10228767195466,0.957212185324698,153,932,0.5961515,0.5204995,0.075652,0.258059887755198,0.342388835941094,0.758747445514493,8,5841
"53","chr4",5053231,5054092,"*",0.122555956349206,0.241129464285714,-0.118573507936508,-1.40132502698254,0.0879601898759024,0.957212185324698,126,947,0.374380887878788,0.320133166666667,0.0542477212121212,0.336128243707648,0.435088791860028,0.758747445514493,11,6800
"54","chrX",105969687,105970598,"*",0.12676508902439,0.00836377195121951,0.118401317073171,2.95403495270653,0.00113824532503548,0.256189947276894,82,949,0.181428862962963,0.0163488049382716,0.165080058024691,3.109909101616,0.00179096083955425,0.193970628943478,27,221
"55","chr8",23145529,23146006,"*",0.170442509210526,0.0524895348684211,0.117952974342105,1.99639298679982,0.0398636884767069,0.957212185324698,76,958,0.146180876190476,0.129153314285714,0.0170275619047619,0.227239816298051,0.582086053004017,0.758747445514493,7,10770
"56","chr8",10191941,10192620,"*",0.19873323515625,0.080835459375,0.11789777578125,1.41448117734842,0.0919668819055149,0.957212185324698,64,959,0.148890142105263,0.158359656140351,-0.00946951403508772,-0.0858084319689893,0.613820249120863,0.758747445514493,19,11450
"57","chr18",73167403,73167920,"*",0.176226882075472,0.390515443867925,-0.214288561792453,-1.30471482640228,0.105610572407187,0.957212185324698,106,966,0.191338833333333,0.28429475,-0.0929559166666667,-0.547193620673895,0.218881731846762,0.758747445514493,2,2632
"58","chrX",17393160,17395817,"*",0.122063001162791,0.00461103217054264,0.117451968992248,3.12672144642512,0.00172895435758394,0.296492140808455,129,968,0.147528221666667,0.0117823375,0.135745884166667,3.22460686985309,6.08858139229314e-05,0.0210957907254436,20,416
"59","chr1",24229116,24229537,"*",0.0682398079268293,0.185688110365854,-0.117448302439024,-1.94383169889197,0.0418177181362548,0.957212185324698,82,969,NA,NA,NA,NA,NA,NA,NA,NA
"60","chr7",99516603,99517296,"*",0.00672752416666667,0.124093914583333,-0.117366390416667,-3.18453769852775,0.0331203333135356,0.957212185324698,120,973,NA,NA,NA,NA,NA,NA,NA,NA
"61","chr3",44596536,44597018,"*",0.0866780359375,0.2119464296875,-0.12526839375,-1.49657999567301,0.107302336361989,0.957212185324698,96,981,0.234382263888889,0.217265890277778,0.0171163736111111,0.0713221740220144,0.255430102830111,0.758747445514493,12,10438
"62","chr4",4577005,4577448,"*",0.254492552777778,0.128011549444444,0.126481003333333,1.07353425325251,0.093047714670235,0.957212185324698,90,1007,NA,NA,NA,NA,NA,NA,NA,NA
"63","chr1",119529820,119530712,"*",0.142665747,0.2582208575,-0.1155551105,-1.06151976452524,0.103196516568378,0.957212185324698,100,1024,0.364288989393939,0.403972878030303,-0.0396838886363636,-0.181011762713097,0.462286311406553,0.758747445514493,22,7609
"64","chrX",48659713,48660629,"*",0.115496895512821,0.00161003525641026,0.11388686025641,3.10122805879828,0.0016066328986243,0.294376179770387,78,1054,0.200240254545455,0.0158402181818182,0.184400036363636,3.071984937028,0.00109003833302372,0.144600835913139,11,144
"65","chr12",117798077,117799448,"*",0.11873621125,0.252472381875,-0.133736170625,-1.23255881751526,0.114681654099879,0.957212185324698,160,1067,0.164937876666667,0.158558478333333,0.00637939833333333,-0.0654899554279686,0.317033048398445,0.758747445514493,10,10633
"66","chr11",7694712,7695685,"*",0.308921046527778,0.122023209027778,0.1868978375,1.47462708639524,0.114799206410773,0.957212185324698,72,1069,0.434979533333333,0.425692566666667,0.00928696666666666,0.0305259904292609,0.835414333095819,0.868620250197583,5,13645
"67","chr15",37110362,37110778,"*",0.176265052884615,0.4713495,-0.295084447115385,-1.54882087795564,0.115456177310969,0.957212185324698,52,1079,0.438809166666667,0.32580025,0.113008916666667,0.411913833608469,0.745953973999349,0.802129534887087,2,13194
"68","chr9",36258171,36258886,"*",0.271580265151515,0.128474276515152,0.143105988636364,1.35713790054236,0.116442032445426,0.957212185324698,66,1086,0.28187757,0.412494933333333,-0.130617363333333,-0.531039848701131,0.385783638515535,0.758747445514493,5,5481
"69","chrX",153626096,153627324,"*",0.1226038625,0.01217059921875,0.11043326328125,2.7517311924188,0.00500348945921294,0.557292424285558,64,1129,0.137156908333333,0.00652146057692308,0.13063544775641,3.23753638651413,0.000124999925991382,0.0311140166660653,52,450
"70","chr22",24988594,24989279,"*",0.121283412318841,0.0113353804347826,0.109948031884058,2.77186942261742,0.00609540896835358,0.636455239396304,69,1146,0.116026235185185,0.102964848148148,0.013061387037037,0.0536309232923508,0.589119276000101,0.758747445514493,9,11062
"71","chr2",63282515,63283122,"*",0.237704072727273,0.464421369318182,-0.226717296590909,-0.98916940132445,0.0873190807010947,0.957212185324698,88,1147,0.244208225,0.2903974625,-0.0461892375,-0.152096675328375,0.431108307357605,0.758747445514493,4,8064
"72","chr6",101849807,101850974,"*",0.0643061404761905,0.173642102857143,-0.109335962380952,-1.54628931013788,0.0735011840738297,0.957212185324698,105,1160,0.139071345833333,0.183695341666667,-0.0446239958333333,-0.229722945926973,0.223269589105896,0.758747445514493,16,6352
"73","chr16",31213567,31214287,"*",0.0776148291666667,0.199565769166667,-0.12195094,-1.36602221028893,0.121928850145296,0.957212185324698,60,1168,NA,NA,NA,NA,NA,NA,NA,NA
"74","chr4",5894072,5895116,"*",0.162965686494253,0.281087177586207,-0.118121491091954,-0.997778930282289,0.12394940546926,0.957212185324698,174,1191,NA,NA,NA,NA,NA,NA,NA,NA
"75","chr2",133110317,133111319,"*",0.0309814470833333,0.138797586666667,-0.107816139583333,-1.81919612355699,0.0642896089886122,0.957212185324698,120,1194,NA,NA,NA,NA,NA,NA,NA,NA
"76","chr2",119599459,119600966,"*",0.17658148255814,0.29532086744186,-0.118739384883721,-0.955998640590763,0.0746971429905863,0.957212185324698,86,1202,0.494745194444444,0.502155,-0.00740980555555557,-0.0592750200404791,0.369477882814814,0.758747445514493,18,10868
"77","chr20",23015717,23016879,"*",0.280302910945274,0.422515459950249,-0.142212549004975,-0.954102985627212,0.115069851882139,0.957212185324698,201,1206,0.600994514492754,0.689476985507246,-0.0884824710144927,-0.219710272239181,0.212541920860425,0.758747445514493,46,6550
"78","chr7",116962842,116964803,"*",0.0215628373239437,0.262181900352113,-0.240619063028169,-3.58365559721211,0.124971781019962,0.957212185324698,142,1206,0.24941396875,0.1509898125,0.09842415625,1.77506306126961,0.460268492585771,0.758747445514493,16,7561
"79","chr18",13136597,13137564,"*",0.234855641666667,0.425107253703704,-0.190251612037037,-0.94458352653555,0.105385693183418,0.957212185324698,108,1216,NA,NA,NA,NA,NA,NA,NA,NA
"80","chrX",153059276,153060557,"*",0.111886985714286,0.00486913846153846,0.107017847252747,3.05171118688622,0.00118791702698228,0.261168273711273,91,1217,NA,NA,NA,NA,NA,NA,NA,NA
"81","chr7",35301151,35301731,"*",0.219706947435897,0.410053330769231,-0.190346383333333,-0.941097319856006,0.126104316559752,0.957212185324698,78,1228,0.396026829761905,0.492526261904762,-0.0964994321428571,-0.323517783551258,0.2955833574016,0.758747445514493,28,4796
"82","chrX",25030462,25032053,"*",0.191244465677966,0.085816761440678,0.105427704237288,2.39920455232954,0.0022224654457004,0.330514134997456,118,1254,NA,NA,NA,NA,NA,NA,NA,NA
"83","chr13",108519293,108521063,"*",0.0626600431547619,0.168043594345238,-0.105383551190476,-1.54858294737845,0.0767739459210032,0.957212185324698,168,1257,0.052121837037037,0.0588165,-0.00669466296296296,-0.297546746284491,0.620085109764999,0.758747445514493,18,11586
"84","chr14",51338713,51339146,"*",0.136033467283951,0.241005556790123,-0.104972089506173,-1.64293697659418,0.0607009928906429,0.957212185324698,81,1270,NA,NA,NA,NA,NA,NA,NA,NA
"85","chr2",237123016,237123572,"*",0.163795994,0.2845434888,-0.1207474948,-0.915781022404606,0.126007644099388,0.957212185324698,125,1283,NA,NA,NA,NA,NA,NA,NA,NA
"86","chr1",247681400,247681951,"*",0.269361617948718,0.459932607692308,-0.19057098974359,-0.903121367273203,0.111487065597779,0.957212185324698,117,1318,0.356456,0.443279,-0.086823,-0.313346046442646,0.335805147806146,0.758747445514493,2,4960
"87","chr14",36974549,36975425,"*",0.12403799140625,0.22652311875,-0.10248512734375,-1.08282579358379,0.121719820988864,0.957212185324698,64,1339,0.339302111111111,0.375840505555556,-0.0365383944444444,-0.254102028951813,0.209444900053123,0.758747445514493,6,5920
"88","chrX",149736721,149737756,"*",0.11066195,0.00831218306451613,0.102349766935484,2.90676146940154,0.00131218182701048,0.271904510702857,62,1345,0.205046555555556,0,0.205046555555556,4.40278105454885,2.78405978981257e-06,0.00364143417097635,3,91
"89","chr16",2848427,2849145,"*",0.1481902425,0.289630636875,-0.141440394375,-0.936265702146186,0.135795229773678,0.957212185324698,80,1368,NA,NA,NA,NA,NA,NA,NA,NA
"90","chr5",132158543,132159203,"*",0.28932697739726,0.525383952054794,-0.236056974657534,-0.94394714385981,0.136393529412965,0.957212185324698,73,1375,NA,NA,NA,NA,NA,NA,NA,NA
"91","chr17",41723220,41723826,"*",0.0671169558333333,0.16780086,-0.100683904166667,-2.01554337505342,0.035057436400847,0.957212185324698,60,1388,NA,NA,NA,NA,NA,NA,NA,NA
"92","chr1",197887089,197887791,"*",0.1193671671875,0.244945669270833,-0.125578502083333,-1.3129514456402,0.138554751291378,0.957212185324698,96,1407,0.440337851851852,0.361281546296296,0.0790563055555556,0.305700982397916,0.259967104260194,0.758747445514493,18,5070
"93","chr2",92260576,92263063,"*",0.162665589545455,0.284944072272727,-0.122278482727273,-0.971855283321788,0.138820160119492,0.957212185324698,110,1410,NA,NA,NA,NA,NA,NA,NA,NA
"94","chr8",139508796,139509774,"*",0.127278857591623,0.22719662513089,-0.099917767539267,-1.03964931015716,0.130758769804688,0.957212185324698,191,1424,0.363038696969697,0.341399275757576,0.0216394212121212,0.173410484007369,0.356396015257567,0.758747445514493,11,7514
"95","chr8",637394,638251,"*",0.0795087533707865,0.179827157303371,-0.100318403932584,-1.18441207467924,0.139644783962632,0.957212185324698,89,1426,NA,NA,NA,NA,NA,NA,NA,NA
"96","chr12",132673994,132675241,"*",0.209674024752475,0.309358801980198,-0.0996847772277228,-1.41154489072949,0.112967467819426,0.957212185324698,101,1429,0.0895299,0.103578622222222,-0.0140487222222222,-0.404922445307412,0.635773548347134,0.760539965810358,3,11853
"97","chr12",30322764,30323555,"*",0.224487801639344,0.35127183442623,-0.126784032786885,-0.852912447503691,0.0951688506034971,0.957212185324698,61,1440,0.267232972222222,0.356397266666667,-0.0891642944444445,-0.357540564912219,0.285092079542991,0.758747445514493,6,4352
"98","chrX",124337266,124338204,"*",0.218666606923077,0.107873762307692,0.110792844615385,1.31934962400664,0.140850800389463,0.957212185324698,65,1445,0.486666666666667,0.15,0.336666666666667,1.63420601974101,0.178010074996987,0.758747445514493,1,1525
"99","chr8",144788492,144791059,"*",0.212626470375723,0.400129245953757,-0.187502775578035,-1.08121281916089,0.141538904295183,0.957212185324698,346,1458,0.607786007575758,0.520060227272727,0.0877257803030303,0.2886527236239,0.342482768661889,0.758747445514493,11,5322
"100","chr16",33318699,33319468,"*",0.0364509024193548,0.13532225483871,-0.0988713524193548,-1.83508068331573,0.0683170880860854,0.957212185324698,62,1460,NA,NA,NA,NA,NA,NA,NA,NA
