"","Chromosome","Start","End","Strand","mean.mean.g1","mean.mean.g2","mean.mean.diff.x","mean.mean.quot.log2.x","comb.p.val.x","comb.p.adj.fdr.x","num.sites.x","combinedRank.x","mean.mean.F","mean.mean.M","mean.mean.diff.y","mean.mean.quot.log2.y","comb.p.val.y","comb.p.adj.fdr.y","num.sites.y","combinedRank.y"
"17","chr1",36180001,36185000,"*",0.43072857625,0.23963482375,0.1910937525,2.36297518082711,0.0074901610966661,0.542224710774735,120,9162,0.354023917204301,0.341778801075269,0.0122451161290323,0.275209900813195,0.496075235213923,0.71622291318819,31,73734
"18","chr8",2860001,2865000,"*",0.415955591304348,0.743503217391304,-0.327547626086957,-0.97429798239588,0.0574787740030397,0.542224710774735,23,9383,NA,NA,NA,NA,NA,NA,NA,NA
"19","chr8",2925001,2930000,"*",0.3720568225,0.717785475,-0.3457286525,-1.15390253453762,0.0581100732422494,0.542224710774735,20,9526,NA,NA,NA,NA,NA,NA,NA,NA
"20","chr14",106480001,106485000,"*",0.375540323529412,0.191112235294118,0.184428088235294,1.53593598089808,0.0590220319011412,0.542224710774735,17,10038,NA,NA,NA,NA,NA,NA,NA,NA
"21","chrX",134655001,134660000,"*",0.217163651612903,0.033429335483871,0.183734316129032,3.74367159859083,0.000183430091570731,0.542224710774735,31,10125,0.1727862,0.0128205166666667,0.159965683333333,3.41560818206948,0.000465558223548374,0.116966292193877,3,3206
"22","chr8",2920001,2925000,"*",0.455251689285714,0.753633696428571,-0.298382007142857,-0.823527913227168,0.0503095669852606,0.542224710774735,28,10316,NA,NA,NA,NA,NA,NA,NA,NA
"23","chrX",150895001,150900000,"*",0.351168075,0.603924919444444,-0.252756844444444,-1.0244463497414,0.0619534912761537,0.542224710774735,18,10415,NA,NA,NA,NA,NA,NA,NA,NA
"24","chr4",142250001,142255000,"*",0.268015792613636,0.467008290909091,-0.198992498295455,-1.8991035844396,0.0623004855313372,0.542224710774735,88,10490,0.802170333333333,0.860133166666667,-0.0579628333333333,-0.100032280637801,0.337944871721274,0.71622291318819,2,49707
"25","chr6",28090001,28095000,"*",0.244246575,0.423003156521739,-0.178756581521739,-2.26356954943186,0.0497303299059,0.542224710774735,46,10773,0.282201435964912,0.0807769,0.201424535964912,3.51083307937132,0.123675131470393,0.71622291318819,19,8743
"26","chr18",30350001,30355000,"*",0.108462571830986,0.286848545422535,-0.178385973591549,-2.02863744390853,0.0563502761401661,0.542224710774735,142,10828,0.29242017983871,0.310666449462366,-0.0182462696236559,-0.11690679154801,0.343758801865692,0.71622291318819,62,63864
"27","chr8",2855001,2860000,"*",0.430420968333333,0.693240675,-0.262819706666667,-0.830875018194433,0.0639958148689134,0.542224710774735,60,10900,NA,NA,NA,NA,NA,NA,NA,NA
"28","chr8",2940001,2945000,"*",0.4850994,0.734742194444444,-0.249642794444444,-0.803709492772831,0.0643827271106417,0.542224710774735,18,11062,NA,NA,NA,NA,NA,NA,NA,NA
"29","chrX",51485001,51490000,"*",0.394182831,0.217649475,0.176533356,2.35889715547502,0.00995969609575133,0.542224710774735,50,11089,0.435884259259259,0.751384814814815,-0.315500555555556,-0.689585469844309,0.00722588626953159,0.619524670161419,9,4768
"30","chrX",112795001,112800000,"*",0.494306681818182,0.829760954545455,-0.335454272727273,-0.790767006110002,0.0416531504837188,0.542224710774735,22,11550,NA,NA,NA,NA,NA,NA,NA,NA
"31","chrX",49675001,49680000,"*",0.439875605263158,0.711493526315789,-0.271617921052632,-0.789609878871807,0.0538383034011533,0.542224710774735,19,11604,NA,NA,NA,NA,NA,NA,NA,NA
"32","chrX",74140001,74145000,"*",0.304248333653846,0.131530296153846,0.1727180375,2.16115832966971,0.0196565683107769,0.542224710774735,104,11713,0.245323989583333,0.128091991666667,0.117231997916667,2.48260359058095,0.00037298087473926,0.0996569375315233,16,7494
"33","chr19",44200001,44205000,"*",0.339890104918033,0.542928229508197,-0.203038124590164,-1.03940451768301,0.0676946223825785,0.542224710774735,61,11855,NA,NA,NA,NA,NA,NA,NA,NA
"34","chrX",68295001,68300000,"*",0.441040588235294,0.728891970588235,-0.287851382352941,-0.776889879929068,0.0643753773865008,0.542224710774735,17,12181,NA,NA,NA,NA,NA,NA,NA,NA
"35","chr14",90850001,90855000,"*",0.36878125,0.538367117857143,-0.169585867857143,-1.28455993455656,0.0610472179873636,0.542224710774735,56,12188,0.332505177272727,0.294997040909091,0.0375081363636364,0.364553482567399,0.347418370465966,0.71622291318819,22,40759
"36","chrX",52080001,52085000,"*",0.462901238095238,0.765658738095238,-0.3027575,-0.772548630942003,0.0550823931615762,0.542224710774735,21,12361,0.456927333333333,0.666259,-0.209331666666667,-0.535843723341772,0.00917740849599611,0.690685471891666,2,7801
"37","chrX",132570001,132575000,"*",0.437309441176471,0.797339264705882,-0.360029823529412,-0.911657832359612,0.0700083038494395,0.542224710774735,17,12432,NA,NA,NA,NA,NA,NA,NA,NA
"38","chrX",46430001,46435000,"*",0.211816733673469,0.0445689292517007,0.167247804421769,3.50109683759955,0.00063001375629423,0.542224710774735,147,12576,0.321225345833333,0.3251881875,-0.00396284166666666,0.754892825094149,0.187184846478791,0.71622291318819,8,90630
"39","chr8",3010001,3015000,"*",0.425665751724138,0.670282344827586,-0.244616593103448,-1.08091266648916,0.0709420965034179,0.542224710774735,29,12662,NA,NA,NA,NA,NA,NA,NA,NA
"40","chr19",23300001,23305000,"*",0.478134098333333,0.311567695,0.166566403333333,2.09007206081054,0.0600414706386021,0.542224710774735,30,12692,NA,NA,NA,NA,NA,NA,NA,NA
"41","chr3",83470001,83475000,"*",0.29580876,0.5087325625,-0.2129238025,-1.08433549112459,0.0713290249383267,0.542224710774735,20,12760,NA,NA,NA,NA,NA,NA,NA,NA
"42","chr12",131735001,131740000,"*",0.395895675714286,0.657553066428571,-0.261657390714286,-0.818435000633158,0.0714504822557097,0.542224710774735,70,12789,NA,NA,NA,NA,NA,NA,NA,NA
"43","chr9",24230001,24235000,"*",0.326519976666667,0.52932975,-0.202809773333333,-0.877888671305625,0.0716617390315492,0.542224710774735,30,12843,NA,NA,NA,NA,NA,NA,NA,NA
"44","chrX",148975001,148980000,"*",0.458700470588235,0.773357941176471,-0.314657470588235,-0.762014507180185,0.03451893792052,0.542224710774735,17,12853,NA,NA,NA,NA,NA,NA,NA,NA
"45","chrX",2930001,2935000,"*",0.39687891875,0.6392744375,-0.24239551875,-0.816860262752132,0.0719632212799731,0.542224710774735,24,12935,NA,NA,NA,NA,NA,NA,NA,NA
"46","chrX",40000001,40005000,"*",0.49543598125,0.792002354166667,-0.296566372916667,-0.758849056046266,0.0472122189590455,0.542224710774735,24,12994,NA,NA,NA,NA,NA,NA,NA,NA
"47","chrX",39675001,39680000,"*",0.386265105263158,0.675061078947368,-0.288795973684211,-0.75568806226194,0.0288122652395531,0.542224710774735,19,13129,NA,NA,NA,NA,NA,NA,NA,NA
"48","chrX",68460001,68465000,"*",0.422023067647059,0.706773558823529,-0.284750491176471,-0.760182262190784,0.0727638885680952,0.542224710774735,17,13135,NA,NA,NA,NA,NA,NA,NA,NA
"49","chr8",19135001,19140000,"*",0.443223770689655,0.637400017241379,-0.194176246551724,-0.752102498543484,0.0663875763916582,0.542224710774735,29,13305,NA,NA,NA,NA,NA,NA,NA,NA
"50","chrX",149530001,149535000,"*",0.202052015319149,0.0393766238297872,0.162675391489362,2.92727463102191,0.00260836444575929,0.542224710774735,235,13414,0.209553231578947,0.052516597368421,0.157036634210526,2.37303221707536,0.00293000929474336,0.373171599937565,19,3390
"51","chr8",2815001,2820000,"*",0.324396196296296,0.679926518518518,-0.355530322222222,-1.26673534525137,0.073878692115063,0.542224710774735,27,13443,NA,NA,NA,NA,NA,NA,NA,NA
"52","chrX",128975001,128980000,"*",0.206321524509804,0.0446062519607843,0.16171527254902,3.2670469329142,0.00119839028916306,0.542224710774735,51,13609,0.419257211538462,0.279536907051282,0.139720304487179,2.2821486506487,0.0034164072675494,0.406419671623032,26,4746
"53","chrX",103375001,103380000,"*",0.526065833333333,0.868507238095238,-0.342441404761905,-0.745040279009524,0.0364895335455292,0.542224710774735,21,13657,NA,NA,NA,NA,NA,NA,NA,NA
"54","chrX",53260001,53265000,"*",0.516623382352941,0.829424088235294,-0.312800705882353,-0.743493953176477,0.0721635486467658,0.542224710774735,17,13731,NA,NA,NA,NA,NA,NA,NA,NA
"55","chr6",13860001,13865000,"*",0.372544360135135,0.597102540540541,-0.224558180405405,-0.936477577006607,0.0749757852659411,0.542224710774735,74,13760,NA,NA,NA,NA,NA,NA,NA,NA
"56","chr4",19545001,19550000,"*",0.438654323529412,0.717778411764706,-0.279124088235294,-0.742082865080577,0.053983782830894,0.542224710774735,17,13819,NA,NA,NA,NA,NA,NA,NA,NA
"57","chr1",5610001,5615000,"*",0.366243753225806,0.582549940322581,-0.216306187096774,-0.892117952633847,0.0754185157725579,0.542224710774735,31,13879,NA,NA,NA,NA,NA,NA,NA,NA
"58","chr4",11325001,11330000,"*",0.376463502777778,0.5537451,-0.177281597222222,-1.08559865572895,0.0754708145651558,0.542224710774735,18,13889,NA,NA,NA,NA,NA,NA,NA,NA
"59","chr3",134745001,134750000,"*",0.293866936363636,0.134541202272727,0.159325734090909,1.53619479942409,0.0753269557578153,0.542224710774735,22,14075,NA,NA,NA,NA,NA,NA,NA,NA
"60","chr8",2885001,2890000,"*",0.430449390322581,0.746618806451613,-0.316169416129032,-1.00335740151345,0.0764296690490244,0.542224710774735,31,14167,NA,NA,NA,NA,NA,NA,NA,NA
"61","chrX",118105001,118110000,"*",0.235558617241379,0.0769483310344828,0.158610286206897,2.77260405650824,0.0039759283768107,0.542224710774735,87,14223,0.383235904347826,0.209536192753623,0.173699711594203,1.58466951760739,0.0176535188532167,0.71622291318819,23,2490
"62","chrX",107065001,107070000,"*",0.199055040322581,0.0404768612903226,0.158578179032258,3.38876083303134,0.000414130443209211,0.542224710774735,62,14229,0.2317892,0.266666666666667,-0.0348774666666667,-0.194399030582375,0.818575390354209,0.859131253532263,1,96230
"63","chr1",228740001,228745000,"*",0.16521972137931,0.370925360689655,-0.205705639310345,-1.41965154236333,0.0767837155196195,0.542224710774735,145,14266,NA,NA,NA,NA,NA,NA,NA,NA
"64","chrX",131620001,131625000,"*",0.178703407142857,0.0205096857142857,0.158193721428571,3.19619455113557,0.000656617396743258,0.542224710774735,28,14308,0.17663376,0.00867521333333333,0.167958546666667,3.48167514485045,0.000184738932611431,0.0643388369513423,15,2762
"65","chrX",74325001,74330000,"*",0.550311086111111,0.887675888888889,-0.337364802777778,-0.731571142684273,0.0401670637906934,0.542224710774735,18,14337,NA,NA,NA,NA,NA,NA,NA,NA
"66","chr5",98745001,98750000,"*",0.396299142857143,0.652261553571429,-0.255962410714286,-0.730961856338812,0.072062264547447,0.542224710774735,28,14376,NA,NA,NA,NA,NA,NA,NA,NA
"67","chr1",82600001,82605000,"*",0.3580913375,0.20032551,0.1577658275,2.2338238386607,0.0123579976772355,0.542224710774735,20,14391,NA,NA,NA,NA,NA,NA,NA,NA
"68","chrX",149845001,149850000,"*",0.436708617647059,0.699079617647059,-0.262371,-0.741005439160119,0.0773695292551801,0.542224710774735,17,14454,NA,NA,NA,NA,NA,NA,NA,NA
"69","chr3",83365001,83370000,"*",0.328957277777778,0.486013686111111,-0.157056408333333,-0.742159578018081,0.0721165929235259,0.542224710774735,18,14519,NA,NA,NA,NA,NA,NA,NA,NA
"70","chrX",11230001,11235000,"*",0.4895434875,0.79301885,-0.3034753625,-0.728236792691211,0.0251432902066725,0.542224710774735,40,14531,NA,NA,NA,NA,NA,NA,NA,NA
"71","chr12",20960001,20965000,"*",0.157108775757576,0.503570540151515,-0.346461764393939,-2.0534736529106,0.0779305864858176,0.542224710774735,66,14599,NA,NA,NA,NA,NA,NA,NA,NA
"72","chrX",52590001,52595000,"*",0.515960037037037,0.839351796296296,-0.323391759259259,-0.724772142406019,0.0340053362610645,0.542224710774735,27,14699,0.542262139393939,0.743439772727273,-0.201177633333333,-0.548419592415207,0.0268418406221525,0.71622291318819,11,7483
"73","chr8",2935001,2940000,"*",0.370188104411765,0.646933882352941,-0.276745777941176,-0.932006043676138,0.0792454352026563,0.542224710774735,34,15002,NA,NA,NA,NA,NA,NA,NA,NA
"74","chr5",126405001,126410000,"*",0.194088920588235,0.348820401470588,-0.154731480882353,-1.76295734119918,0.057063597023927,0.542224710774735,68,15035,0.230519592929293,0.235771011111111,-0.00525141818181818,-0.306924410151822,0.265298091303428,0.71622291318819,33,87605
"75","chrX",51235001,51240000,"*",0.160791496103896,0.00622989350649351,0.154561602597403,3.60187825163042,0.000427598648214636,0.542224710774735,77,15073,0.171737520634921,0.0716195174603175,0.100118003174603,2.24940706210245,0.0121479129865048,0.71622291318819,21,10634
"76","chr1",220920001,220925000,"*",0.165886145634921,0.320222593650794,-0.154336448015873,-2.77249620281967,0.00653724901610746,0.542224710774735,126,15122,0.26436272962963,0.309790984259259,-0.0454282546296296,-0.360330565352304,0.428273289466078,0.71622291318819,18,56727
"77","chr6",100065001,100070000,"*",0.0892866970588235,0.24350507,-0.154218372941176,-1.90161628527777,0.0548931171450406,0.542224710774735,85,15145,NA,NA,NA,NA,NA,NA,NA,NA
"78","chr1",5690001,5695000,"*",0.35718685,0.589238043103448,-0.232051193103448,-0.953331515869766,0.0800647333990701,0.542224710774735,29,15233,NA,NA,NA,NA,NA,NA,NA,NA
"79","chr8",2795001,2800000,"*",0.25552965,0.446538372222222,-0.191008722222222,-0.845604512705013,0.0803934544591899,0.542224710774735,36,15334,0.4381615,0.614876366666667,-0.176714866666667,-0.543401808164786,0.146401888657906,0.71622291318819,5,10723
"80","chr8",2890001,2895000,"*",0.496967685416667,0.74719225,-0.250224564583333,-0.769886080009976,0.080479479156568,0.542224710774735,24,15362,NA,NA,NA,NA,NA,NA,NA,NA
"81","chr22",48080001,48085000,"*",0.61723409375,0.365412234375,0.251821859375,0.841332549804575,0.0804951154807411,0.542224710774735,32,15367,NA,NA,NA,NA,NA,NA,NA,NA
"82","chr4",19520001,19525000,"*",0.413774611111111,0.636255055555556,-0.222480444444444,-0.71082178367848,0.0729487834242644,0.542224710774735,18,15510,NA,NA,NA,NA,NA,NA,NA,NA
"83","chr10",22540001,22545000,"*",0.157542387662338,0.309882609090909,-0.152340221428571,-1.45400449359642,0.064019411055721,0.542224710774735,154,15525,0.406291542896175,0.415276216939891,-0.00898467404371585,0.0684214390276805,0.49126516336678,0.71622291318819,61,79723
"84","chr11",37495001,37500000,"*",0.3020250525,0.4984895275,-0.196464475,-0.822280945182201,0.0814661263307317,0.542224710774735,20,15674,NA,NA,NA,NA,NA,NA,NA,NA
"85","chrX",38605001,38610000,"*",0.412133117647059,0.635172294117647,-0.223039176470588,-0.714091110812523,0.0816100820512169,0.542224710774735,17,15719,NA,NA,NA,NA,NA,NA,NA,NA
"86","chr11",98530001,98535000,"*",0.284113781578947,0.476279878947368,-0.192166097368421,-0.936349852749069,0.081974270306275,0.542224710774735,19,15827,NA,NA,NA,NA,NA,NA,NA,NA
"87","chr7",138345001,138350000,"*",0.348229810526316,0.138618991447368,0.209610819078947,1.59830093830236,0.0819833709407741,0.542224710774735,76,15832,0.327920032222222,0.334116231666667,-0.00619619944444445,-0.0497259445294838,0.625214718094412,0.738672703960922,30,85492
"88","chrX",132545001,132550000,"*",0.185259775980392,0.0345118509803922,0.150747925,3.39277791833655,0.000699282552196065,0.542224710774735,102,15894,0.471832777777778,0.414583333333333,0.0572494444444444,0.0996849814254526,0.483898356955914,0.71622291318819,3,67446
"89","chr1",212060001,212065000,"*",0.372325616860465,0.522726931395349,-0.150401314534884,-1.25234631815841,0.0677048158861864,0.542224710774735,86,15978,NA,NA,NA,NA,NA,NA,NA,NA
"90","chrX",71210001,71215000,"*",0.471283215,0.7959208,-0.324637585,-0.70160484881125,0.0735819155065804,0.542224710774735,20,16092,NA,NA,NA,NA,NA,NA,NA,NA
"91","chr2",197320001,197325000,"*",0.53577502,0.3840673325,0.1517076875,0.776438942941052,0.0834740602999867,0.542224710774735,20,16343,NA,NA,NA,NA,NA,NA,NA,NA
"92","chrX",49770001,49775000,"*",0.514269355882353,0.815424352941177,-0.301154997058824,-0.695915194563943,0.0376170036957965,0.542224710774735,17,16460,0.524644866666667,0.7382853,-0.213640433333333,-0.581935703816217,0.0483610553404663,0.71622291318819,5,6681
"93","chrX",150565001,150570000,"*",0.153450963513514,0.00547915067567568,0.147971812837838,3.57031566359274,0.00112684619834951,0.542224710774735,74,16571,0.173988159259259,0.0141534388888889,0.15983472037037,3.29442898891163,0.000168631751476194,0.0606102122263085,9,3212
"94","chr19",58425001,58430000,"*",0.431128924175824,0.283627681318681,0.147501242857143,2.58085142242332,0.012546104618042,0.542224710774735,91,16665,0.503445928571429,0.423902173809524,0.0795437547619048,0.579546966415335,0.407289861249163,0.71622291318819,7,52486
"95","chr4",34335001,34340000,"*",0.191754616153846,0.339225718461538,-0.147471102307692,-1.36183539710211,0.0417346737566732,0.542224710774735,65,16677,NA,NA,NA,NA,NA,NA,NA,NA
"96","chrX",51450001,51455000,"*",0.163135330555556,0.0159303555555556,0.147204975,3.03963444219294,0.00286688728075075,0.542224710774735,18,16728,NA,NA,NA,NA,NA,NA,NA,NA
"97","chr10",42735001,42740000,"*",0.10423383968254,0.251330152380952,-0.147096312698413,-1.31686179901029,0.0694427468432805,0.542224710774735,63,16761,NA,NA,NA,NA,NA,NA,NA,NA
"98","chr8",3000001,3005000,"*",0.498440947368421,0.75486425,-0.256423302631579,-0.753288386433333,0.0851814397245304,0.542224710774735,38,16841,NA,NA,NA,NA,NA,NA,NA,NA
"99","chrX",128780001,128785000,"*",0.535667842105263,0.853893263157895,-0.318225421052632,-0.688951092952683,0.0281150314695121,0.542224710774735,19,16874,NA,NA,NA,NA,NA,NA,NA,NA
"100","chr19",9285001,9290000,"*",0.465726877906977,0.61667938372093,-0.150952505813954,-0.739829185768016,0.0860856462018525,0.542224710774735,43,17130,NA,NA,NA,NA,NA,NA,NA,NA
